x_error,y_error,x,y,linear_velocity,angular_velocity
0.22464651376779846,-0.6503314842464665,-0.28547412157058716,5.454904556274414,0.6061756435807143,4.087993400305549
0.22696326329295305,-0.6628474912779936,-0.28547412157058716,5.454904556274414,0.6065509476421532,4.039043730266169
0.22894552819276806,-0.6751642269679667,-0.28547900915145874,5.454901695251465,0.6067839803982219,3.985912560628896
0.23057635560210307,-0.6872866907343624,-0.2854749858379364,5.454904079437256,0.6068426405086024,3.9292895380266577
0.2322724381014349,-0.6987383679562882,-0.2858816087245941,5.454438209533691,0.6085607800040602,3.8408275345776097
0.23358384099387922,-0.7079365743728392,-0.2862515151500702,5.4519243240356445,0.6156489239347397,3.648294460675313
0.23489431656997015,-0.7152880839300906,-0.28697073459625244,5.447772026062012,0.6224712798192518,3.439511808958697
0.2362202428395482,-0.7212407731079207,-0.2880576252937317,5.442431926727295,0.6283718349582991,3.227131790055296
0.23692342043642614,-0.7243252516052872,-0.28887566924095154,5.434437274932861,0.6345843965884039,2.9752645984017456
0.23801774421190094,-0.7252733057079883,-0.2904401421546936,5.424522399902344,0.6400374128576226,2.7091682159988935
0.23824927536794197,-0.7235732274280835,-0.29149818420410156,5.412178039550781,0.6447425813277128,2.413418023557234
0.23783413929214672,-0.7166177072100286,-0.29226669669151306,5.39479923248291,0.6484839415536056,2.068548577313441
0.23599378499741244,-0.7097050171319026,-0.29196760058403015,5.377686500549316,0.6492149928052162,1.757310453113702
0.2331484665132891,-0.7009800171942633,-0.29102131724357605,5.358986854553223,0.6473570003935533,1.4718698780299198
0.22947227769891446,-0.6918048871927116,-0.28960180282592773,5.340064525604248,0.6430965057911404,1.2376404493676891
0.2257443365388548,-0.6828867326115127,-0.2884877324104309,5.321628570556641,0.6373258458904247,1.0527190678320246
0.2211510425991042,-0.6701848916865751,-0.2868647575378418,5.29964017868042,0.6296150431108947,0.8984309189150635
0.2160603450860337,-0.65667498526369,-0.2850997745990753,5.277076721191406,0.6207610119867939,0.7842208338151097
0.21084815661554265,-0.6429094486792879,-0.2835673391819,5.254492282867432,0.6116659896287971,0.6643038139778465
0.2048927326238492,-0.6270809513033777,-0.2816440463066101,5.230081081390381,0.6016819078668842,0.5403359899218867
0.19849605582253674,-0.6141094824007469,-0.2796299159526825,5.208764553070068,0.5921843463711949,0.4120254724377289
0.19181214336795924,-0.601166051918911,-0.27767670154571533,5.18771505355835,0.5824860758307537,0.26992987374879324
0.18472595846292597,-0.585831374275501,-0.2756668031215668,5.164514541625977,0.5716801268180771,0.13241535717889974
0.17774697158267924,-0.5742869770093018,-0.27410683035850525,5.145345687866211,0.5617923651371086,0.024707022526497882
0.17065559654819287,-0.5597449949763265,-0.2727740406990051,5.123421669006348,0.5507805628567846,-0.05837295101535328
0.16321543393968638,-0.5461622357235854,-0.27142858505249023,5.102700233459473,0.5400385355646032,-0.11946575152658415
0.1561107006191513,-0.5335655157051633,-0.2707509398460388,5.083209037780762,0.529764295203781,-0.1533288017114301
0.14904892171503234,-0.5150699972299364,-0.2704446017742157,5.058063983917236,0.5173435088235454,-0.14931947435752116
0.14180844945187557,-0.5005131450073295,-0.27028360962867737,5.037103176116943,0.506273836156225,-0.20181919852588737
0.1338127635449339,-0.48612931297272954,-0.26968684792518616,5.016561508178711,0.495171169109663,-0.2798106410677104
0.12615991648548588,-0.47042746749662445,-0.2697474956512451,4.994948387145996,0.4833858671110763,-0.3630060081145287
0.11888339840068377,-0.457079389507312,-0.27049389481544495,4.975935935974121,0.47232247032035757,-0.4737939561001917
0.11120533367078986,-0.4407080192241004,-0.27114275097846985,4.9541473388671875,0.4598181818261598,-0.5713743081900509
0.10311650652025048,-0.4253229337055018,-0.271679162979126,4.933592319488525,0.4483400517023915,-0.6253234327856789
0.09560255629175315,-0.40742982031127006,-0.27308282256126404,4.910776615142822,0.436493268912578,-0.610189997221474
0.08801996779961749,-0.39410880310418417,-0.2747040092945099,4.892780303955078,0.4272834079470235,-0.5965787497095703
0.08037034137765145,-0.3822028842467864,-0.27653786540031433,4.87644624710083,0.419230507688885,-0.5795032581137367
0.07408862951871756,-0.36806306411461254,-0.2800126373767853,4.85812520980835,0.409537238374613,-0.5827010610098844
0.06775091180910672,-0.3523391232810855,-0.2836974561214447,4.838466644287109,0.398480670698353,-0.6287658936141651
0.061378649556637216,-0.3395395008232098,-0.2876065969467163,4.821978569030762,0.3887840252953541,-0.7074496367401263
0.05568408540568351,-0.32324600350711563,-0.2924448847770691,4.802242279052734,0.37701042489655395,-0.7720922895291876
0.049979753660877785,-0.30712038885372017,-0.29751721024513245,4.782918930053711,0.3655225632091549,-0.8317846431061031
0.044039420745843355,-0.29228153073417573,-0.302589476108551,4.765126705169678,0.35549187301167257,-0.8768770122335643
0.03874797830840246,-0.2740014134984037,-0.3085384964942932,4.744136810302734,0.3453462270901404,-0.8356878499713818
0.03273100285959238,-0.2613040916006435,-0.3139815628528595,4.728972434997559,0.3390738375779899,-0.8205617556005835
0.027453062380582177,-0.24852092130278258,-0.3203747570514679,4.713963985443115,0.33257457681410074,-0.8158958293114303
0.02365651095909979,-0.23440648416483967,-0.3284517526626587,4.697865009307861,0.3248219276518575,-0.8092853352441499
0.017984372210626903,-0.22430819472494523,-0.33484670519828796,4.68602180480957,0.3198785112768143,-0.8606292985765673
0.013478110964506768,-0.2113774845209031,-0.3425920307636261,4.671584606170654,0.3126204878599569,-0.9174514610421642
0.00961718336485709,-0.1987627556308773,-0.3511579632759094,4.657700538635254,0.3056505025304517,-0.9690136191068834
0.007155439892999355,-0.18420944629427094,-0.36128896474838257,4.64211368560791,0.29780563861215115,-0.9926042731806055
0.0032884031715882667,-0.1714273503683108,-0.3701710104942322,4.628532409667969,0.29297077735725147,-1.0096748166751344
0.0003705291378825748,-0.15964645145536238,-0.38014885783195496,4.616185188293457,0.2891887425083419,-1.0067581323508246
-0.0034633828537921907,-0.1488382881513619,-0.38934746384620667,4.605041980743408,0.28760728205590225,-0.9962837669721369
-0.006361958568057796,-0.13799123237474298,-0.39960822463035583,4.594089508056641,0.28554740117419986,-0.9917272317087105
-0.011616682564189157,-0.12997136565277234,-0.4076295495033264,4.5861921310424805,0.2859743346338228,-1.0303377352562573
-0.015442238761651211,-0.12006026577517481,-0.41718652844429016,4.576629638671875,0.28508976223087146,-1.0591534484933665
-0.018610778957662694,-0.11036693129454545,-0.42749667167663574,4.567509174346924,0.2842948061013843,-1.0838254690223852
-0.01820899608131546,-0.09876849551687261,-0.44146284461021423,4.556705951690674,0.2809945384032202,-1.0772499170201493
-0.019168472196100322,-0.08892618918166928,-0.4541429281234741,4.547879219055176,0.28038087950426,-1.0634713828103393
-0.02106751978059787,-0.08034519120702033,-0.4659479856491089,4.540532112121582,0.2816694777635922,-1.043877960858163
-0.02385046445227465,-0.07173775928574777,-0.47692298889160156,4.533374786376953,0.28385246253150626,-1.03493422062704
-0.024398151228313764,-0.06351374845802216,-0.49017632007598877,4.526814937591553,0.2839965507859446,-1.0282060760070573
-0.029247971721936855,-0.05752979283900217,-0.4991597533226013,4.522706985473633,0.28788834545123865,-1.0558069047679726
-0.02920330737271934,-0.04962060326185558,-0.5130590200424194,4.516883373260498,0.2877377879348618,-1.0545990454532304
-0.02913842350740989,-0.042000546120979365,-0.5269889235496521,4.511556148529053,0.28793070075390004,-1.0505082165110848
-0.025954892276833647,-0.034119335204116474,-0.5440369248390198,4.5061726570129395,0.2863780235421502,-1.010148896886873
-0.024431489728646644,-0.02740608257821453,-0.5594132542610168,4.502159595489502,0.2867273953717778,-0.9684003075094451
-0.02488038067242246,-0.021641042637119412,-0.5727947354316711,4.499294757843018,0.28846430813067303,-0.9466875996229006
-0.028487703646196155,-0.015800565517524845,-0.582984209060669,4.496551990509033,0.293348465513854,-0.9310191371933058
-0.0317332140661091,-0.010493732937828959,-0.5934908986091614,4.494537830352783,0.29735912602449355,-0.92886547480197
-0.03401730338506351,-0.005783210336030464,-0.6049033999443054,4.493312358856201,0.29958752376726294,-0.9483334415059976
-0.032753817104895916,-0.0008671944281797295,-0.619796872138977,4.492071151733398,0.29954507863352275,-0.9265908972599484
-0.03440121439777902,0.0037090181151677726,-0.6317018866539001,4.49135684967041,0.30227338291937644,-0.9074857036706392
-0.02888348200757121,0.007845940451704614,-0.6506835222244263,4.491266250610352,0.29886239479443283,-0.8485424528577352
-0.026369129469523217,0.01142784243197248,-0.6665623784065247,4.491912364959717,0.29803674403668484,-0.7957550693244357
-0.02510012727080893,0.014692778306351961,-0.6810856461524963,4.493054389953613,0.29756114399197164,-0.7689931317636184
-0.022256232967476614,0.017430548696899528,-0.6970627903938293,4.494899749755859,0.2952333030537826,-0.7458867985951351
-0.020247104561911616,0.01963215487682568,-0.7120734453201294,4.497454643249512,0.29317326105090485,-0.7339703154260324
-0.021560381637734355,0.022872151758563497,-0.7236193418502808,4.499141693115234,0.2937062777383157,-0.7580444902472766
-0.01990813918297532,0.02505962651755045,-0.7379778623580933,4.502048969268799,0.29156877692025995,-0.7575308452815599
-0.012951653269340252,0.026002890282931013,-0.7574772834777832,4.5063652992248535,0.2850207586796383,-0.7140130630987889
-0.014420583469677367,0.028739379017896916,-0.7683776021003723,4.509050369262695,0.28598384320508885,-0.7113310340908284
-0.01211781346198662,0.030398025093170133,-0.7828657031059265,4.512972354888916,0.2837799460344456,-0.6743123044526244
-0.010764231620233461,0.032001123935601505,-0.7962105870246887,4.517106056213379,0.28203125236229376,-0.6500002171451524
-0.009968385629239768,0.03352191889487166,-0.8087937235832214,4.521475315093994,0.28026641033478666,-0.643318873225796
-0.008494421532753954,0.03470619366389105,-0.8218411207199097,4.526331424713135,0.2777787778271482,-0.632375102831215
-0.010952713069140835,0.03814024453530784,-0.8307327032089233,4.529085159301758,0.27922815579979093,-0.6497157279380759
-0.009713674528657373,0.039067071176689616,-0.8430885076522827,4.534490585327148,0.2764388786905691,-0.6504438127504306
-0.007943592785050774,0.039684340762985215,-0.8557328581809998,4.540347099304199,0.27321389925000417,-0.6417181748205979
-0.006185304785399165,0.04045975473723473,-0.8681136965751648,4.546184062957764,0.26994072748963255,-0.6390727365868808
-0.0016913482653787837,0.039288956290132404,-0.8829694390296936,4.554102897644043,0.2639553994259767,-0.6060621675694151
-0.0032294648343355326,0.04240318223131556,-0.8915234804153442,4.5578694343566895,0.2648533968684652,-0.6023075829363314
-0.0011868247098531237,0.042512956858399065,-0.9033799767494202,4.564770221710205,0.2608319813882645,-0.6053614685077467
-0.00018289397920515094,0.04372188162487145,-0.913910984992981,4.5706987380981445,0.2583777680116067,-0.6088784412847905
-0.0035818302119472734,0.047771792272949476,-0.919744074344635,4.573910236358643,0.2605861534840074,-0.6376298012238717
-0.004422867645516609,0.05035823988150678,-0.9278319478034973,4.57870626449585,0.2602977199611122,-0.6502339806141226
-0.0024556292705693317,0.05061526051891718,-0.9384171366691589,4.585949897766113,0.2566117425225717,-0.6531129157981406
-0.0005209988216201833,0.05079351186867598,-0.948651134967804,4.593387603759766,0.25294978094007575,-0.657271476467107
0.004104480680253014,0.04886548425455306,-0.9612500071525574,4.603044033050537,0.24670825917980233,-0.6347252002119225
0.005796280726068831,0.048938672141914275,-0.9705820679664612,4.610808849334717,0.24352408518596919,-0.6338703157336063
0.00815410557840232,0.04836046847367026,-0.9802401065826416,4.6193318367004395,0.23935392989102244,-0.640550048512927
0.009933938714494522,0.04828440082774055,-0.9889734387397766,4.6274566650390625,0.2360506203774277,-0.6494153093804721
0.009991765773790323,0.04983970005651006,-0.9956316351890564,4.634051322937012,0.23456110902145666,-0.6829429199040139
0.011313379684499164,0.05099228276709411,-1.0031943321228027,4.641147136688232,0.23267733705714036,-0.7010731881393686
0.0119097064690937,0.052394114194071584,-1.0096665620803833,4.648089408874512,0.23136943576750552,-0.7257211081406302
0.014298528426585716,0.05190053596686095,-1.0175604820251465,4.657020092010498,0.2279340431555506,-0.7433699816749626
0.01922834877130583,0.04812461165772497,-1.0276192426681519,4.669323444366455,0.22197724110177333,-0.7209417097534911
0.0199305324518205,0.050423528714198085,-1.033069133758545,4.675639629364014,0.22219708010255174,-0.7490294976670865
0.022625326257238315,0.049169710278460066,-1.0401256084442139,4.685593605041504,0.21911681298399172,-0.7605480477164346
0.02458293476235493,0.04978888329172548,-1.0460543632507324,4.693757057189941,0.21820778846403452,-0.7805932017142502
0.026448803382902092,0.04996774036449292,-1.0514966249465942,4.7024407386779785,0.2166060935751486,-0.817451515379437
0.0290823036428752,0.04928938938164151,-1.0573078393936157,4.712059020996094,0.21474766267618395,-0.8432490804707427
